hour_of_day,minute_of_hour,minutes_to_kickoff,is_peak,queue_length,processing_time,capacity_utilization,wait_time,gate_G1,gate_G2,gate_G3
15,43,136.6,0,52,5.0,0.07,0.67,False,True,False
16,15,104.2,0,15,6.44,0.07,0.84,True,False,False
16,51,68.7,1,859,4.84,0.86,15.1,False,False,True
14,43,196.8,0,0,3.48,0.0,0.0,False,False,True
18,9,-9.8,0,81,3.51,0.08,0.74,False,False,True
15,57,122.6,0,118,3.81,0.15,1.32,False,True,False
17,34,25.0,0,1013,5.35,1.0,18.82,False,False,True
14,46,193.7,0,1,4.26,0.0,0.01,False,False,True
14,59,180.2,0,3,2.88,0.0,0.03,False,False,True
15,54,125.9,0,138,3.82,0.14,1.36,False,False,True
16,33,86.8,1,605,4.79,0.6,10.2,False,False,True
16,31,88.7,1,444,3.98,0.56,6.29,False,True,False
16,7,112.3,0,266,4.52,0.27,3.7,False,False,True
16,33,86.4,1,529,5.94,0.66,9.63,False,True,False
17,0,59.3,1,803,5.33,1.0,15.64,False,True,False
17,50,9.1,0,26,5.75,0.13,1.13,True,False,False
17,1,58.3,1,1031,4.68,1.0,15.17,False,False,True
16,21,98.2,0,442,3.92,0.44,5.59,False,False,True
15,54,126.0,0,90,3.7,0.11,0.98,False,True,False
14,5,234.4,0,0,2.77,0.0,0.0,False,False,True
18,11,-11.0,0,66,4.49,0.08,0.8,False,True,False
14,36,203.6,0,0,4.2,0.0,0.0,False,True,False
17,8,51.7,1,40,6.95,0.2,2.18,True,False,False
14,38,201.5,0,0,3.92,0.0,0.0,False,True,False
17,3,56.0,1,39,7.01,0.2,2.11,True,False,False
16,9,110.5,0,240,3.78,0.24,2.99,False,False,True
18,15,-15.7,0,59,4.67,0.06,0.71,False,False,True
16,11,108.9,0,264,4.0,0.33,3.34,False,True,False
17,57,2.8,0,552,4.51,0.55,8.77,False,False,True
15,46,133.3,0,3,7.69,0.01,0.2,True,False,False
18,18,-18.7,0,45,4.33,0.06,0.51,False,True,False
17,21,38.0,1,718,5.4,0.9,12.16,False,True,False
14,23,216.9,0,0,3.58,0.0,0.0,False,False,True
17,46,13.1,0,636,4.31,0.64,9.02,False,False,True
14,37,202.7,0,0,4.05,0.0,0.0,False,True,False
17,43,16.8,0,726,3.83,0.73,9.7,False,False,True
14,43,197.0,0,0,4.79,0.0,0.0,False,True,False
17,45,14.6,0,874,4.16,0.87,12.23,False,False,True
17,56,3.7,0,502,4.27,0.63,7.14,False,True,False
17,33,26.9,0,792,5.36,0.99,14.64,False,True,False
16,1,118.2,0,216,4.42,0.22,3.11,False,False,True
14,7,232.5,0,0,3.53,0.0,0.0,False,False,True
15,35,144.6,0,47,2.35,0.05,0.3,False,False,True
14,51,188.1,0,1,3.95,0.0,0.01,False,True,False
18,11,-11.4,0,3,7.04,0.01,0.19,True,False,False
17,42,17.1,0,658,4.14,0.66,9.84,False,False,True
18,3,-4.0,0,90,3.41,0.09,0.83,False,False,True
14,47,192.4,0,1,3.63,0.0,0.01,False,False,True
17,44,15.3,0,679,5.38,0.85,13.39,False,True,False
15,14,165.4,0,0,8.82,0.0,0.0,True,False,False
17,48,11.6,0,799,4.23,0.8,10.23,False,False,True
17,36,23.3,0,773,4.2,0.77,9.81,False,False,True
17,56,3.9,0,486,4.97,0.61,8.67,False,True,False
17,15,44.3,1,1057,5.9,1.0,20.39,False,False,True
15,11,168.4,0,7,4.52,0.01,0.08,False,False,True
15,19,161.0,0,10,3.93,0.01,0.11,False,True,False
14,9,230.4,0,0,3.62,0.0,0.0,False,False,True
18,27,-27.0,0,27,4.77,0.03,0.38,False,True,False
14,7,232.7,0,0,6.89,0.0,0.0,True,False,False
15,44,135.3,0,60,4.26,0.07,0.75,False,True,False
17,15,44.9,1,45,7.87,0.23,2.67,True,False,False
17,36,23.1,0,32,6.97,0.16,1.98,True,False,False
15,4,175.1,0,3,4.11,0.0,0.03,False,True,False
14,27,212.6,0,0,3.25,0.0,0.0,False,True,False
17,35,24.5,0,1040,5.35,1.0,19.41,False,False,True
14,14,225.3,0,0,3.75,0.0,0.0,False,False,True
17,51,8.0,0,23,8.34,0.12,1.63,True,False,False
15,47,132.3,0,65,4.56,0.08,0.76,False,True,False
16,35,84.2,1,578,4.82,0.72,9.75,False,True,False
14,31,208.2,0,0,4.28,0.0,0.0,False,True,False
14,34,205.8,0,0,4.15,0.0,0.0,False,False,True
15,5,174.2,0,4,3.55,0.01,0.04,False,True,False
14,14,225.3,0,0,3.74,0.0,0.0,False,False,True
14,56,183.0,0,2,3.69,0.0,0.02,False,False,True
17,40,19.4,0,777,6.04,0.97,17.02,False,True,False
16,18,101.7,0,329,3.47,0.41,3.6,False,True,False
18,56,-56.4,0,1,3.76,0.0,0.01,False,False,True
17,55,4.1,0,537,4.95,0.67,8.53,False,True,False
15,57,122.8,0,162,3.71,0.16,1.76,False,False,True
15,14,165.5,0,8,4.2,0.01,0.09,False,True,False
17,22,37.7,1,835,5.07,1.0,13.11,False,True,False
14,23,216.4,0,0,4.27,0.0,0.0,False,False,True
15,3,176.6,0,0,8.18,0.0,0.0,True,False,False
17,8,51.4,1,823,5.03,0.82,14.49,False,False,True
17,30,29.0,0,786,5.0,0.98,12.18,False,True,False
15,33,146.6,0,25,4.17,0.03,0.3,False,True,False
16,13,106.8,0,224,4.43,0.28,3.05,False,True,False
16,54,65.1,1,827,4.66,0.83,14.01,False,False,True
14,12,227.1,0,0,2.68,0.0,0.0,False,False,True
15,4,175.9,0,0,7.6,0.0,0.0,True,False,False
14,19,220.8,0,0,4.0,0.0,0.0,False,True,False
14,43,196.6,0,0,3.51,0.0,0.0,False,False,True
16,27,92.8,0,454,4.38,0.57,6.99,False,True,False
18,0,-1.0,0,119,3.46,0.12,1.23,False,False,True
15,4,175.1,0,5,3.16,0.01,0.05,False,False,True
18,49,-49.1,0,5,3.45,0.01,0.05,False,False,True
18,53,-53.3,0,2,3.87,0.0,0.02,False,True,False
15,8,171.3,0,6,3.13,0.01,0.05,False,False,True
15,50,129.8,0,118,3.64,0.12,1.1,False,False,True
16,9,110.8,0,266,3.75,0.27,3.14,False,False,True
16,10,109.4,0,225,4.3,0.28,3.17,False,True,False
18,29,-29.6,0,35,3.82,0.04,0.35,False,False,True
17,46,13.1,0,591,4.2,0.59,8.8,False,False,True
16,22,97.4,0,318,4.7,0.4,5.43,False,True,False
15,38,141.3,0,2,8.47,0.01,0.14,True,False,False
16,30,89.4,1,601,4.01,0.6,7.91,False,False,True
17,21,38.6,1,848,4.55,1.0,11.7,False,True,False
17,13,46.5,1,918,5.01,1.0,16.21,False,True,False
17,3,56.8,1,1050,4.73,1.0,16.68,False,False,True
18,32,-32.2,0,29,4.0,0.03,0.34,False,False,True
16,52,67.7,1,798,5.66,1.0,14.53,False,True,False
14,2,237.4,0,0,4.03,0.0,0.0,False,True,False
15,15,165.0,0,9,4.52,0.01,0.11,False,True,False
15,20,159.9,0,15,2.87,0.01,0.13,False,False,True
16,16,103.4,0,278,4.35,0.35,4.05,False,True,False
17,6,53.3,1,733,5.64,0.92,13.48,False,True,False
17,25,34.7,1,797,4.3,0.8,11.34,False,False,True
16,40,79.2,1,801,4.26,0.8,10.99,False,False,True
16,33,87.0,1,483,3.56,0.48,5.28,False,False,True
15,30,149.9,0,27,4.19,0.03,0.32,False,True,False
16,1,118.9,0,143,4.01,0.18,1.52,False,True,False
16,12,107.0,0,296,4.06,0.3,3.71,False,False,True
15,17,162.2,0,15,3.22,0.01,0.14,False,False,True
18,18,-18.9,0,47,3.41,0.06,0.46,False,True,False
14,8,231.0,0,0,3.45,0.0,0.0,False,False,True
16,34,85.1,1,504,5.05,0.5,8.56,False,False,True
15,17,162.3,0,11,3.27,0.01,0.09,False,False,True
18,39,-39.5,0,15,2.96,0.01,0.13,False,False,True
16,0,119.2,0,158,4.12,0.2,1.75,False,True,False
16,18,101.4,0,293,4.18,0.37,4.37,False,True,False
14,34,205.6,0,0,4.59,0.0,0.0,False,True,False
15,44,135.5,0,3,9.27,0.01,0.22,True,False,False
14,17,222.5,0,0,3.36,0.0,0.0,False,False,True
17,5,54.3,1,630,4.73,0.79,9.4,False,True,False
17,6,53.3,1,636,4.81,0.8,9.9,False,True,False
15,43,136.4,0,72,2.98,0.07,0.59,False,False,True
15,9,171.0,0,0,7.66,0.0,0.0,True,False,False
18,33,-33.5,0,0,10.35,0.0,0.0,True,False,False
15,7,172.4,0,4,3.54,0.01,0.04,False,True,False
18,54,-54.3,0,0,9.1,0.0,0.0,True,False,False
17,6,53.8,1,1136,4.76,1.0,18.42,False,False,True
15,15,164.1,0,12,4.0,0.01,0.14,False,False,True
18,44,-44.2,0,6,3.77,0.01,0.06,False,True,False
14,58,181.9,0,0,9.0,0.0,0.0,True,False,False
16,50,69.6,1,36,5.8,0.18,1.63,True,False,False
18,47,-47.1,0,6,2.78,0.01,0.05,False,False,True
14,3,236.8,0,0,3.14,0.0,0.0,False,True,False
18,54,-54.6,0,2,3.09,0.0,0.02,False,False,True
16,21,98.3,0,480,4.73,0.48,7.25,False,False,True
16,23,97.0,0,329,4.43,0.41,4.7,False,True,False
17,7,52.2,1,795,3.97,0.8,11.53,False,False,True
18,18,-18.0,0,58,4.03,0.06,0.64,False,False,True
15,31,148.9,0,28,3.74,0.04,0.31,False,True,False
17,28,31.2,1,994,4.18,0.99,13.97,False,False,True
16,11,108.4,0,273,3.76,0.27,3.56,False,False,True
16,17,102.2,0,271,4.28,0.34,3.56,False,True,False
18,51,-51.2,0,3,3.52,0.0,0.03,False,False,True
17,37,22.6,0,911,4.5,0.91,12.6,False,False,True
17,2,57.6,1,792,4.35,0.79,10.54,False,False,True
16,35,84.2,1,671,5.34,0.67,11.4,False,False,True
14,23,216.7,0,0,3.71,0.0,0.0,False,False,True
17,59,0.4,0,493,3.24,0.49,5.8,False,False,True
16,0,119.2,0,153,4.48,0.15,2.0,False,False,True
14,3,236.2,0,0,3.36,0.0,0.0,False,True,False
16,33,86.1,1,674,3.82,0.67,7.96,False,False,True
17,3,56.9,1,872,5.13,1.0,15.89,False,True,False
18,44,-44.2,0,6,3.8,0.01,0.06,False,True,False
16,47,72.6,1,744,4.95,0.93,11.63,False,True,False
14,2,237.3,0,0,4.16,0.0,0.0,False,True,False
18,16,-16.9,0,75,3.18,0.07,0.61,False,False,True
17,1,58.5,1,698,4.33,0.87,9.11,False,True,False
16,42,77.2,1,597,4.87,0.6,9.01,False,False,True
17,28,31.2,1,613,5.47,0.77,10.77,False,True,False
16,50,69.7,1,705,5.96,0.88,14.53,False,True,False
14,51,188.6,0,1,5.14,0.0,0.01,False,True,False
17,3,56.6,1,1091,5.22,1.0,20.85,False,False,True
17,39,20.5,0,625,5.35,0.78,10.43,False,True,False
14,51,188.2,0,1,3.98,0.0,0.01,False,False,True
15,37,142.9,0,34,4.4,0.04,0.45,False,True,False
18,31,-31.7,0,18,3.32,0.02,0.16,False,True,False
15,48,131.1,0,80,3.16,0.08,0.73,False,False,True
15,23,156.3,0,19,4.01,0.02,0.2,False,True,False
14,53,186.8,0,1,4.8,0.0,0.01,False,False,True
18,40,-40.3,0,11,3.24,0.01,0.11,False,True,False
16,28,91.0,0,549,3.89,0.55,7.01,False,False,True
17,46,13.1,0,681,5.33,0.85,12.25,False,True,False
16,36,83.3,1,563,5.2,0.7,8.95,False,True,False
17,47,12.6,0,648,4.67,0.65,11.09,False,False,True
15,49,130.6,0,116,4.47,0.12,1.34,False,False,True
15,50,129.2,0,92,3.32,0.09,0.91,False,False,True
16,11,108.6,0,245,3.89,0.24,2.94,False,False,True
18,48,-48.1,0,0,8.19,0.0,0.0,True,False,False
18,15,-15.9,0,68,4.41,0.09,0.92,False,True,False
14,55,184.4,0,1,2.59,0.0,0.01,False,False,True
18,4,-4.5,0,86,3.96,0.09,0.89,False,False,True
14,52,187.1,0,1,3.84,0.0,0.01,False,False,True
15,3,176.5,0,4,4.0,0.0,0.05,False,False,True
16,11,108.3,0,9,8.35,0.04,0.69,True,False,False
18,52,-52.7,0,0,7.52,0.0,0.0,True,False,False
16,23,96.5,0,367,3.91,0.37,4.44,False,False,True
18,11,-11.9,0,68,3.62,0.07,0.66,False,False,True
14,52,187.7,0,1,3.82,0.0,0.01,False,False,True
14,34,205.7,0,0,3.49,0.0,0.0,False,False,True
16,5,114.5,0,213,3.35,0.21,2.49,False,False,True
17,21,38.2,1,938,4.37,0.94,12.45,False,False,True
16,0,119.8,0,173,3.8,0.17,1.84,False,False,True
17,49,10.9,0,690,4.4,0.69,10.52,False,False,True
14,13,226.2,0,0,3.65,0.0,0.0,False,False,True
18,17,-17.5,0,62,3.63,0.06,0.66,False,False,True
17,20,39.3,1,843,4.82,1.0,14.5,False,True,False
14,25,214.6,0,0,3.69,0.0,0.0,False,False,True
14,9,231.0,0,0,8.64,0.0,0.0,True,False,False
15,38,141.6,0,37,4.81,0.05,0.5,False,True,False
18,7,-7.2,0,82,3.79,0.08,0.85,False,False,True
18,47,-47.3,0,4,3.64,0.01,0.04,False,True,False
18,6,-6.3,0,62,4.13,0.08,0.69,False,True,False
17,54,5.2,0,651,4.72,0.65,10.72,False,False,True
16,30,89.1,1,372,3.74,0.47,4.43,False,True,False
18,7,-7.5,0,106,3.09,0.11,0.84,False,False,True
17,52,7.9,0,591,4.91,0.74,10.19,False,True,False
15,11,168.3,0,7,4.0,0.01,0.07,False,False,True
15,33,146.3,0,41,3.41,0.04,0.42,False,False,True
16,3,116.4,0,7,7.59,0.04,0.48,True,False,False
18,56,-56.8,0,1,4.5,0.0,0.01,False,True,False
14,0,239.9,0,0,3.87,0.0,0.0,False,True,False
16,7,112.1,0,225,4.16,0.28,3.07,False,True,False
16,46,73.6,1,899,4.61,0.9,13.85,False,False,True
16,8,111.3,0,290,4.3,0.29,4.07,False,False,True
18,20,-20.4,0,65,2.95,0.07,0.49,False,False,True
14,56,183.0,0,2,3.53,0.0,0.02,False,True,False
15,18,162.0,0,11,3.64,0.01,0.12,False,False,True
14,46,193.2,0,0,4.48,0.0,0.0,False,True,False
15,35,144.8,0,42,3.39,0.05,0.39,False,True,False
15,0,179.3,0,2,2.91,0.0,0.01,False,False,True
17,51,8.7,0,512,4.57,0.64,7.51,False,True,False
18,37,-37.2,0,19,3.96,0.02,0.21,False,False,True
16,46,73.7,1,552,4.52,0.69,8.87,False,True,False
18,30,-30.7,0,31,4.13,0.03,0.33,False,False,True
16,10,109.9,0,9,9.62,0.04,0.69,True,False,False
15,42,137.6,0,60,2.46,0.06,0.38,False,False,True
15,17,162.8,0,14,3.98,0.01,0.15,False,False,True
16,2,117.5,0,180,3.73,0.23,1.94,False,True,False
18,37,-37.8,0,10,3.96,0.01,0.12,False,True,False
16,1,118.8,0,118,4.46,0.15,1.36,False,True,False
15,12,167.1,0,10,3.13,0.01,0.08,False,False,True
16,32,87.3,1,464,4.06,0.58,6.77,False,True,False
16,53,66.7,1,796,5.46,0.8,15.45,False,False,True
16,42,77.0,1,690,5.8,0.86,12.7,False,True,False
14,35,204.0,0,0,3.93,0.0,0.0,False,True,False
15,34,145.7,0,40,3.93,0.04,0.47,False,False,True
17,43,16.3,0,793,4.82,0.79,12.81,False,False,True
16,2,117.5,0,170,3.52,0.17,1.63,False,False,True
16,15,105.0,0,351,4.09,0.35,4.9,False,False,True
15,14,165.4,0,9,3.56,0.01,0.09,False,False,True
16,15,104.1,0,391,3.92,0.39,5.56,False,False,True
15,20,159.4,0,0,6.94,0.0,0.0,True,False,False
18,14,-14.4,0,83,3.65,0.08,0.89,False,False,True
16,32,87.7,1,540,3.96,0.54,7.73,False,False,True
15,46,133.5,0,76,3.48,0.1,0.67,False,True,False
14,16,223.7,0,0,4.59,0.0,0.0,False,True,False
16,9,110.7,0,215,4.24,0.21,3.13,False,False,True
14,25,214.4,0,0,2.52,0.0,0.0,False,True,False
16,29,90.3,0,417,4.23,0.52,6.14,False,True,False
17,26,33.8,1,783,5.24,0.98,14.86,False,True,False
17,12,47.3,1,930,5.01,0.93,15.84,False,False,True
18,58,-58.4,0,0,6.27,0.0,0.0,True,False,False
15,55,124.0,0,104,4.41,0.13,1.33,False,True,False
18,57,-57.9,0,1,4.13,0.0,0.01,False,False,True
18,33,-33.6,0,22,5.03,0.03,0.29,False,True,False
14,12,227.1,0,0,3.37,0.0,0.0,False,False,True
14,0,239.3,0,0,4.99,0.0,0.0,False,True,False
15,30,149.0,0,34,2.65,0.03,0.27,False,False,True
18,55,-55.3,0,1,4.01,0.0,0.01,False,True,False
16,0,119.7,0,204,4.07,0.2,2.84,False,False,True
15,45,134.2,0,68,3.92,0.07,0.75,False,False,True
16,49,70.8,1,679,4.58,0.68,9.35,False,False,True
16,12,107.8,0,265,4.02,0.27,3.27,False,False,True
16,49,70.5,1,31,9.16,0.15,2.37,True,False,False
17,4,55.6,1,678,5.58,0.85,13.8,False,True,False
18,38,-38.1,0,11,4.34,0.01,0.13,False,True,False
14,18,221.5,0,0,3.65,0.0,0.0,False,False,True
15,44,135.6,0,51,3.84,0.06,0.57,False,True,False
18,23,-23.5,0,45,3.65,0.04,0.42,False,False,True
14,2,237.8,0,0,3.51,0.0,0.0,False,False,True
14,56,183.5,0,2,3.06,0.0,0.02,False,False,True
18,26,-26.2,0,28,4.17,0.04,0.32,False,True,False
16,59,60.5,1,1006,4.93,1.0,15.93,False,False,True
18,2,-2.2,0,101,3.05,0.1,0.86,False,False,True
16,13,106.1,0,300,3.89,0.3,3.66,False,False,True
14,44,195.8,0,0,3.79,0.0,0.0,False,False,True
17,21,38.6,1,821,4.47,0.82,13.21,False,False,True
18,46,-46.4,0,7,3.75,0.01,0.07,False,False,True
14,7,232.1,0,0,4.01,0.0,0.0,False,False,True
14,58,181.3,0,1,4.28,0.0,0.01,False,True,False
16,28,91.2,0,21,7.57,0.1,1.25,True,False,False
14,16,223.9,0,0,2.68,0.0,0.0,False,False,True
17,18,41.8,1,726,6.24,0.91,16.32,False,True,False
17,41,18.6,0,866,4.22,0.87,13.39,False,False,True
14,52,187.0,0,0,6.57,0.0,0.0,True,False,False
16,50,69.2,1,631,4.34,0.79,9.32,False,True,False
14,12,227.9,0,0,2.92,0.0,0.0,False,False,True
17,45,14.4,0,877,4.53,0.88,13.26,False,False,True
16,16,104.0,0,357,3.45,0.36,3.82,False,False,True
16,36,83.4,1,468,4.59,0.58,7.81,False,True,False
15,43,136.1,0,73,4.08,0.07,0.75,False,False,True
16,55,64.2,1,654,4.65,0.82,11.11,False,True,False
16,13,106.9,0,267,3.5,0.27,3.36,False,False,True
15,42,137.1,0,67,3.28,0.07,0.55,False,False,True
15,46,133.8,0,95,3.99,0.1,1.07,False,False,True
14,55,184.2,0,2,4.53,0.0,0.03,False,True,False
17,14,45.5,1,699,4.1,0.87,9.83,False,True,False
14,27,212.4,0,0,4.39,0.0,0.0,False,True,False
17,26,33.9,1,992,4.93,0.99,15.51,False,False,True
17,14,45.5,1,1144,4.87,1.0,18.82,False,False,True
16,31,88.0,1,458,5.33,0.57,7.43,False,True,False
14,12,227.5,0,0,8.95,0.0,0.0,True,False,False
15,58,121.1,0,111,4.22,0.14,1.4,False,True,False
15,26,153.7,0,20,4.35,0.03,0.26,False,True,False
18,8,-8.6,0,94,3.63,0.09,0.96,False,False,True
17,39,20.9,0,800,5.43,1.0,14.78,False,True,False
18,1,-1.4,0,93,3.71,0.12,0.93,False,True,False
17,12,47.2,1,871,3.98,0.87,11.48,False,False,True
15,34,145.2,0,36,3.95,0.04,0.39,False,True,False
18,53,-53.5,0,0,8.79,0.0,0.0,True,False,False
16,1,118.8,0,144,3.95,0.18,1.44,False,True,False
14,56,183.7,0,2,3.13,0.0,0.02,False,False,True
15,12,167.4,0,8,3.14,0.01,0.07,False,False,True
18,18,-18.6,0,67,3.71,0.07,0.7,False,False,True
14,17,222.2,0,0,3.57,0.0,0.0,False,True,False
15,20,159.5,0,18,3.05,0.02,0.15,False,False,True
16,10,109.2,0,208,4.25,0.26,2.91,False,True,False
18,10,-10.3,0,66,4.57,0.08,0.76,False,True,False
18,23,-23.5,0,45,2.81,0.04,0.35,False,False,True
14,59,180.2,0,2,3.73,0.0,0.02,False,False,True
16,18,101.3,0,269,4.32,0.34,4.07,False,True,False
15,15,164.4,0,11,2.43,0.01,0.08,False,False,True
15,42,137.1,0,2,7.93,0.01,0.12,True,False,False
17,2,57.6,1,966,4.94,0.97,14.52,False,False,True
16,5,114.2,0,224,4.37,0.22,3.15,False,False,True
14,34,205.5,0,0,3.18,0.0,0.0,False,False,True
16,16,103.3,0,338,4.71,0.34,5.43,False,False,True
14,52,188.0,0,1,3.45,0.0,0.01,False,False,True
18,4,-4.3,0,106,3.45,0.11,1.05,False,False,True
15,6,173.9,0,4,3.16,0.0,0.04,False,False,True
17,25,34.8,1,935,4.35,0.94,13.03,False,False,True
18,30,-30.5,0,37,3.71,0.04,0.41,False,False,True
15,32,147.8,0,28,4.53,0.04,0.38,False,True,False
16,59,60.3,1,902,4.78,0.9,15.71,False,False,True
16,49,70.9,1,700,4.67,0.88,11.92,False,True,False
17,49,10.5,0,580,4.44,0.58,8.0,False,False,True
14,12,227.2,0,0,4.58,0.0,0.0,False,True,False
17,39,20.1,0,712,4.15,0.71,8.88,False,False,True
18,20,-20.5,0,70,2.96,0.07,0.54,False,False,True
15,35,144.3,0,47,3.64,0.05,0.47,False,False,True
16,48,71.8,1,529,5.06,0.66,8.97,False,True,False
16,20,99.8,0,310,4.73,0.39,4.51,False,True,False
15,43,136.5,0,85,2.97,0.09,0.76,False,False,True
14,29,210.3,0,0,4.42,0.0,0.0,False,True,False
17,52,7.6,0,24,8.13,0.12,1.78,True,False,False
17,32,27.0,0,967,5.14,0.97,15.91,False,False,True
14,58,181.9,0,1,3.85,0.0,0.01,False,True,False
15,38,141.7,0,45,4.25,0.06,0.53,False,True,False
18,19,-19.9,0,69,3.05,0.07,0.55,False,False,True
18,24,-24.9,0,44,4.33,0.04,0.57,False,False,True
17,9,50.5,1,35,8.74,0.17,2.67,True,False,False
18,22,-22.7,0,55,3.64,0.06,0.57,False,False,True
17,1,58.7,1,748,5.48,0.94,13.76,False,True,False
18,48,-48.9,0,4,3.93,0.01,0.04,False,True,False
17,8,51.1,1,678,5.25,0.85,11.51,False,True,False
15,52,127.4,0,124,3.78,0.12,1.27,False,False,True
16,49,70.4,1,32,7.57,0.16,2.15,True,False,False
16,6,113.0,0,273,4.08,0.27,3.77,False,False,True
14,0,239.5,0,0,8.33,0.0,0.0,True,False,False
16,40,79.1,1,522,4.62,0.65,7.69,False,True,False
18,36,-36.6,0,22,3.81,0.02,0.24,False,False,True
15,32,147.5,0,34,4.45,0.04,0.42,False,True,False
17,10,49.6,1,921,5.08,0.92,16.23,False,False,True
14,37,202.1,0,0,3.84,0.0,0.0,False,False,True
14,14,225.4,0,0,3.48,0.0,0.0,False,False,True
17,58,1.4,0,531,4.84,0.53,8.7,False,False,True
15,23,156.1,0,17,2.68,0.02,0.13,False,False,True
16,56,64.0,1,844,5.7,1.0,15.82,False,True,False
16,8,111.5,0,171,5.13,0.21,2.64,False,True,False
14,26,213.8,0,0,4.35,0.0,0.0,False,False,True
18,47,-47.3,0,5,3.84,0.01,0.06,False,False,True
16,32,87.0,1,401,4.31,0.5,5.83,False,True,False
16,57,62.7,1,659,4.98,0.82,10.6,False,True,False
15,37,142.7,0,44,3.49,0.06,0.47,False,True,False
15,53,126.4,0,121,3.96,0.12,1.4,False,False,True
16,26,93.4,0,443,3.81,0.55,5.14,False,True,False
16,29,90.6,0,441,4.14,0.55,6.33,False,True,False
17,54,5.6,0,29,9.41,0.14,2.47,True,False,False
14,10,229.5,0,0,3.88,0.0,0.0,False,True,False
16,30,90.0,1,475,4.87,0.59,8.4,False,True,False
16,39,80.9,1,665,4.03,0.67,9.59,False,False,True
16,41,78.4,1,455,5.31,0.57,7.52,False,True,False
14,58,181.2,0,2,3.54,0.0,0.02,False,True,False
15,32,147.4,0,39,3.14,0.04,0.32,False,False,True
16,53,66.1,1,903,5.0,0.9,14.12,False,False,True
18,18,-18.2,0,66,3.85,0.07,0.74,False,False,True
17,19,40.2,1,751,5.73,0.94,15.09,False,True,False
14,38,201.9,0,0,3.69,0.0,0.0,False,False,True
18,40,-40.5,0,12,3.97,0.01,0.12,False,False,True
17,48,11.7,0,630,5.02,0.63,10.36,False,False,True
17,56,3.8,0,518,4.76,0.65,7.91,False,True,False
15,59,120.7,0,157,3.96,0.16,1.57,False,False,True
16,54,65.8,1,579,5.51,0.72,11.57,False,True,False
15,2,177.2,0,3,3.87,0.0,0.03,False,False,True
16,19,100.3,0,339,3.92,0.34,4.74,False,False,True
15,57,122.4,0,168,3.46,0.17,1.77,False,False,True
14,9,230.9,0,0,3.6,0.0,0.0,False,False,True
18,25,-25.9,0,46,3.36,0.05,0.4,False,False,True
16,7,112.9,0,9,8.0,0.04,0.63,True,False,False
14,16,223.8,0,0,2.72,0.0,0.0,False,False,True
18,39,-39.7,0,11,3.77,0.01,0.12,False,False,True
15,31,148.0,0,30,3.31,0.03,0.28,False,False,True
17,40,19.0,0,666,4.19,0.83,10.21,False,True,False
17,43,16.4,0,714,4.7,0.71,11.0,False,False,True
18,24,-24.1,0,36,3.58,0.04,0.34,False,True,False
15,48,131.7,0,90,2.34,0.09,0.64,False,False,True
16,44,75.4,1,642,5.72,0.8,12.28,False,True,False
14,52,187.8,0,1,3.83,0.0,0.01,False,True,False
16,47,72.0,1,703,5.46,0.88,13.65,False,True,False
18,59,-59.5,0,1,3.74,0.0,0.01,False,False,True
17,44,15.8,0,552,5.02,0.69,9.83,False,True,False
17,59,0.9,0,377,4.9,0.47,5.65,False,True,False
15,16,163.4,0,10,4.33,0.01,0.11,False,True,False
16,2,117.5,0,181,4.04,0.18,1.95,False,False,True
15,19,160.2,0,15,4.1,0.01,0.16,False,False,True
17,31,28.5,0,34,7.12,0.17,2.08,True,False,False
14,20,219.5,0,0,4.48,0.0,0.0,False,True,False
18,50,-50.9,0,3,3.12,0.0,0.02,False,False,True
18,34,-34.4,0,25,4.16,0.03,0.29,False,False,True
16,59,60.4,1,671,5.14,0.84,10.47,False,True,False
15,8,171.4,0,5,3.65,0.01,0.05,False,True,False
14,3,236.1,0,0,3.58,0.0,0.0,False,False,True
15,49,130.8,0,3,7.68,0.01,0.21,True,False,False
14,27,213.0,0,0,4.09,0.0,0.0,False,False,True
15,49,130.8,0,93,3.17,0.09,0.76,False,False,True
15,30,150.0,0,1,8.47,0.01,0.07,True,False,False
15,22,157.3,0,0,9.08,0.0,0.0,True,False,False
18,57,-58.0,0,1,4.08,0.0,0.01,False,True,False
16,48,71.2,1,707,4.98,0.88,12.05,False,True,False
16,53,66.1,1,980,5.49,0.98,16.88,False,False,True
14,2,237.0,0,0,3.78,0.0,0.0,False,True,False
16,27,92.8,0,494,4.75,0.49,7.69,False,False,True
15,34,145.5,0,32,4.1,0.04,0.39,False,True,False
15,37,142.1,0,46,2.37,0.05,0.31,False,False,True
18,6,-6.8,0,95,3.05,0.1,0.86,False,False,True
18,13,-13.0,0,2,9.21,0.01,0.14,True,False,False
16,15,104.7,0,11,7.44,0.06,0.67,True,False,False
15,22,157.2,0,17,4.26,0.02,0.2,False,False,True
14,57,182.3,0,3,3.39,0.0,0.03,False,False,True
15,45,134.8,0,75,4.11,0.09,0.81,False,True,False
17,26,33.7,1,807,4.02,0.81,10.62,False,False,True
14,26,213.6,0,0,3.58,0.0,0.0,False,True,False
17,39,20.6,0,719,4.73,0.9,12.12,False,True,False
15,57,122.3,0,161,3.45,0.16,1.51,False,False,True
16,49,70.3,1,895,4.47,0.9,14.05,False,False,True
17,37,22.7,0,809,5.21,1.0,12.92,False,True,False
18,36,-36.2,0,16,3.69,0.02,0.16,False,False,True
